"number";"player";"team";"apps";"min";"goals";"a";"xG";"xA";"xG90";"xA90"
315;"Djené Dakonam";"Getafe";25;1878;0;0;0.07;0.07;0;0
316;"Luiz Felipe";"Rayo Vallecano";9;383;0;0;0.24;0;0.06;0
317;"Marko Dmitrovic";"Espanyol";27;2430;0;0;0;0.03;0;0
318;"Ferland Mendy";"Real Madrid";2;91;0;0;0;0;0;0
319;"Johan Mojica";"Mallorca";27;2036;0;3;0.43;2.7;0.02;0.12
320;"Diego Pampín";"Levante";6;357;0;0;0.13;0.09;0.03;0.02
321;"Juan Foyth";"Villarreal";13;946;0;0;0.07;0;0.01;0
322;"Marash Kumbulla";"Mallorca";7;419;0;0;0.09;0.02;0.02;0
323;"Andoni Gorosabel";"Athletic Club";15;768;0;1;0.18;0.45;0.02;0.05
324;"Brahim Diaz";"Real Madrid";19;519;0;4;0.49;2;0.09;0.35
325;"Júnior Firpo";"Real Betis";9;617;0;1;0.44;0.96;0.06;0.14
326;"Sergio Gómez";"Real Sociedad";25;1893;0;2;0.7;4.39;0.03;0.21
327;"Gonzalo Villar";"Elche";2;27;0;0;0;0;0;0
328;"Dani Vivian";"Athletic Club";22;1920;0;0;1.34;1.58;0.06;0.07
329;"Fernando Calero";"Espanyol";21;1604;0;0;1.86;0.55;0.1;0.03
330;"Lucas Torró";"Osasuna";25;1839;0;1;1.66;1;0.08;0.05
331;"David Hancko";"Atletico Madrid";25;2032;0;2;0.99;2.15;0.04;0.1
332;"Juan Musso";"Atletico Madrid";1;90;0;0;0;0;0;0
333;"Iñaki Peña";"Elche";16;1440;0;0;0;0.4;0;0.03
334;"Aihen Muñoz";"Real Sociedad";16;663;0;0;0.44;0.33;0.06;0.04
335;"Bryan Gil Salvatierra";"Girona";23;1375;0;3;2.17;3.49;0.14;0.23
336;"Yangel Herrera";"Girona,Real Sociedad";9;417;0;0;0.69;0;0.15;0
337;"Javi Galán";"Atletico Madrid,Osasuna";15;995;0;1;0.16;1.38;0.01;0.12
338;"Alex Sola";"Getafe";1;10;0;0;0;0;0;0
339;"Giacomo Raspadori";"Atletico Madrid";12;203;0;1;0.88;0.95;0.39;0.42
340;"Andrei Ratiu";"Rayo Vallecano";24;2107;0;3;1.97;4.5;0.08;0.19
341;"Sergio Camello";"Rayo Vallecano";13;443;0;0;1.37;0.17;0.28;0.03
342;"Iván Martín";"Girona";25;1917;0;1;0.97;1.58;0.05;0.07
343;"Abel Ruiz";"Girona";5;58;0;0;0.09;0.13;0.14;0.2
344;"Leo Petrot";"Elche";24;1173;0;0;0.33;0.03;0.03;0
345;"Moussa Diarra";"Alaves";3;225;0;0;0;0.02;0;0.01
346;"Carl Starfelt";"Celta Vigo";18;1402;0;0;0.39;0.08;0.02;0
347;"Joseph Aidoo";"Celta Vigo";5;375;0;0;0.35;0;0.08;0
348;"Martin Valjent";"Mallorca";27;2430;0;0;0.42;0.12;0.02;0
349;"Dani Rodríguez";"Mallorca";2;56;0;0;0.02;0;0.04;0
350;"Jon Moncayola";"Osasuna";25;2117;0;4;2.07;3.69;0.09;0.16
351;"Sergio Herrera";"Osasuna";27;2430;0;0;0;0;0;0
352;"Domingos Duarte";"Getafe";24;2074;0;0;0.61;0;0.03;0
353;"Sheraldo Becker";"Osasuna";9;124;0;0;0.17;0.25;0.12;0.18
354;"Sofyan Amrabat";"Real Betis";8;593;0;0;0.11;0.19;0.02;0.03
355;"Nianzou Kouassi";"Sevilla";10;560;0;0;0.4;0.14;0.06;0.02
356;"Rodrigo Riquelme";"Real Betis";19;641;0;1;2.09;1.47;0.29;0.21
357;"Abdón Prats";"Mallorca";10;61;0;0;0.56;0.11;0.83;0.17
358;"Thierry Correia";"Valencia";18;1156;0;1;0.23;1.13;0.02;0.09
359;"Guido Rodríguez";"Valencia";5;320;0;0;0.12;0.1;0.03;0.03
360;"Unai Vencedor";"Levante";16;837;0;0;0;1.51;0;0.16
361;"Juanlu Sanchez";"Sevilla";22;1536;0;2;0.61;1.13;0.04;0.07
362;"Javier López";"Real Oviedo";15;1035;0;0;0.14;0.54;0.01;0.05
363;"Sergio Lozano";"Levante";1;7;0;0;0;0;0;0
364;"Jon Pacheco Dozagarat";"Alaves";20;1681;0;0;0.24;0.76;0.01;0.04
365;"Aimar Oroz";"Osasuna";20;1501;0;2;1.25;2.99;0.08;0.18
366;"Víctor García";"Levante";13;534;0;1;0.22;0.89;0.04;0.15
367;"Arnau Tenas";"Villarreal";3;270;0;0;0;0;0;0
368;"Raul Moro";"Osasuna";6;300;0;2;0.11;1.31;0.03;0.39
369;"Yvan Neyou";"Getafe";5;49;0;0;0;0;0;0
370;"Luis Milla";"Getafe";26;2304;0;8;0.86;5.24;0.03;0.2
371;"Juan Cruz";"Osasuna";14;604;0;0;0.55;0.07;0.08;0.01
372;"Arsen Zakharyan";"Real Sociedad";15;359;0;0;0.78;0.92;0.19;0.23
373;"Oriol Rey";"Levante";15;947;0;0;0.27;0.17;0.03;0.02
374;"Donny van de Beek";"Girona";2;37;0;0;0.08;0;0.19;0
375;"Urko Gonzalez";"Espanyol,Real Sociedad";26;1718;0;1;0.54;0.17;0.03;0.01
376;"Matteo Ruggeri";"Atletico Madrid";19;1241;0;3;0.2;2.9;0.01;0.21
377;"Josan";"Elche";14;443;0;2;0.28;2.24;0.06;0.46
378;"Tete Morente";"Elche";3;232;0;0;0.12;0.39;0.05;0.15
379;"José Salinas";"Espanyol";9;213;0;0;0;0.13;0;0.05
380;"Mourad El Ghezouani";"Elche";2;42;0;0;0.11;0.03;0.24;0.06
381;"Nahuel Molina";"Atletico Madrid";19;897;0;1;0.07;1.32;0.01;0.13
382;"Victor Chust";"Elche";21;1608;0;0;0.32;0.06;0.02;0
383;"Jairo Izquierdo";"Elche";1;22;0;0;0;0;0;0
384;"Yeremi Pino";"Villarreal";2;165;0;1;0.13;0.86;0.07;0.47
385;"Jesús Vázquez";"Valencia";16;639;0;0;0.19;0.39;0.03;0.06
386;"Ilaix Moriba";"Celta Vigo";27;1782;0;1;1.15;1.62;0.06;0.08
387;"Abdelkabir Abqar";"Getafe";15;981;0;2;0.39;0.74;0.04;0.07
388;"Pablo Cuñat";"Levante";2;180;0;0;0;0;0;0
389;"Beñat Turrientes";"Real Sociedad";18;785;0;1;0.66;0.84;0.08;0.1
390;"Beñat Prados";"Athletic Club";2;87;0;0;0.02;0.04;0.02;0.04
391;"Carlos Domínguez";"Celta Vigo";7;512;0;0;0.04;0.03;0.01;0.01
392;"Hugo Sotelo";"Celta Vigo";14;922;0;1;0.09;1.49;0.01;0.15
393;"Jesús Areso";"Athletic Club";22;1344;0;1;0.1;1.45;0.01;0.1
394;"Joan García";"Barcelona";21;1890;0;0;0;0;0;0
395;"Matías Dituro";"Elche";11;990;0;0;0;0.08;0;0.01
396;"Gavi";"Barcelona";2;50;0;1;0;0.14;0;0.25
397;"Álex Balde";"Barcelona";21;1555;0;2;0.31;2.84;0.02;0.16
398;"Randy Nteka";"Rayo Vallecano";8;67;0;0;0.21;0.02;0.28;0.03
399;"Julen Agirrezabala";"Valencia";18;1620;0;0;0;0.01;0;0
400;"Leo Román";"Mallorca";22;1980;0;0;0;0;0;0
401;"Jon Karrikaburu";"Real Sociedad";6;106;0;0;0.69;0.02;0.59;0.02
402;"Antonio Sánchez";"Mallorca";22;833;0;0;0.53;0.73;0.06;0.08
403;"Rubén Sánchez";"Espanyol";13;433;0;0;0.05;0.07;0.01;0.02
404;"Carlos Martín";"Rayo Vallecano";5;281;0;0;0.28;0.53;0.09;0.17
405;"César Tárrega";"Valencia";22;1688;0;0;0.28;0.09;0.02;0
406;"Ilias Akhomach";"Rayo Vallecano,Villarreal";16;646;0;0;2.21;1.02;0.31;0.14
407;"Javi Llabrés";"Mallorca";14;133;0;0;0.22;0.04;0.15;0.03
408;"Rubén Iranzo";"Valencia";1;1;0;0;0;0;0;0
409;"Marc Pubill";"Atletico Madrid";11;770;0;1;0.11;0.63;0.01;0.07
410;"Zito";"Mallorca";2;61;0;0;0;0;0;0
411;"Ugo Raghouber";"Levante";6;411;0;0;0.02;0.06;0;0.01
412;"Abu Kamara";"Getafe";9;162;0;0;0.37;0.05;0.21;0.03
413;"Damián Rodríguez";"Celta Vigo";2;155;0;0;0.07;0.12;0.04;0.07
414;"Luca Koleosho";"Espanyol";3;48;0;0;0.02;0.02;0.05;0.04
415;"Jorge Herrando";"Osasuna";23;1358;0;1;0.17;0.69;0.01;0.05
416;"Omar El Hilali";"Espanyol";25;1959;0;2;0.01;1.32;0;0.06
417;"Charles Pickel";"Espanyol";16;472;0;0;0.31;0.04;0.06;0.01
418;"Copete";"Valencia";21;1767;0;0;1.94;0.16;0.1;0.01
419;"André Almeida";"Valencia";16;815;0;1;0.82;1.48;0.09;0.16
420;"Veljko Birmancevic";"Getafe";1;10;0;0;0.05;0.06;0.48;0.5
421;"Marc Casadó";"Barcelona";17;800;0;1;0.46;0.43;0.05;0.05
422;"Pablo Marín";"Real Sociedad";24;1076;0;0;1.22;0.21;0.1;0.02
423;"Manu Bueno";"Sevilla";4;62;0;0;0.1;0.2;0.14;0.29
424;"Cyril Ngonge";"Espanyol";4;170;0;2;0.22;0.78;0.12;0.41
425;"Gabriel Suazo";"Sevilla";19;1438;0;2;0.26;2.22;0.02;0.14
426;"Dawda Camara";"Girona";2;73;0;0;0.16;0.07;0.2;0.09
427;"Renato Veiga";"Villarreal";24;1743;0;0;0.18;0.05;0.01;0
428;"Iker Muñoz";"Osasuna";11;517;0;0;0.14;0.04;0.03;0.01
429;"Haissem Hassan";"Real Oviedo";26;1556;0;3;1.45;1.62;0.08;0.09
430;"Yago Alonso";"Elche";8;269;0;0;0.15;0.08;0.05;0.03
431;"Federico Gattoni";"Sevilla";1;5;0;0;0;0;0;0
432;"Álvaro Vallés";"Real Betis";19;1710;0;0;0;0;0;0
433;"Sergi Cardona";"Villarreal";22;1471;0;3;0.64;2.35;0.04;0.14
434;"Lucas Bergström";"Mallorca";5;450;0;0;0;0;0;0
435;"Abderrahmane Rebbach";"Alaves";20;808;0;0;2.23;2.95;0.25;0.33
436;"Carlos Benavídez";"Alaves";9;234;0;0;0.23;0.08;0.09;0.03
437;"Adrià Alti";"Villarreal";1;7;0;0;0;0;0;0
438;"Natan";"Real Betis";24;2087;0;0;0.36;0.19;0.02;0.01
439;"Clemens Riedel";"Espanyol";14;965;0;1;0.11;0.16;0.01;0.01
440;"Dani Pérez";"Real Betis";1;1;0;0;0;0;0;0
441;"Jhon Solis";"Girona";12;362;0;0;0.18;0.06;0.05;0.02
442;"David López";"Mallorca";6;459;0;0;0.16;0;0.03;0
443;"Javier Rodríguez";"Celta Vigo";23;1767;0;0;0.79;0.14;0.04;0.01
444;"Hugo Rincón";"Girona";24;1428;0;1;0.65;0.99;0.04;0.06
445;"Victor Parada";"Alaves";19;1243;0;2;1.25;1.93;0.09;0.14
446;"Augusto Batalla";"Rayo Vallecano";27;2430;0;0;0;0.05;0;0
447;"Johnny Cardoso";"Atletico Madrid";12;726;0;0;0.04;0.34;0.01;0.04
448;"Jon Martín";"Real Sociedad";17;1530;0;0;1.04;0.19;0.06;0.01
449;"Stanis Idumbo Muzambo";"Sevilla";1;48;0;0;0.05;0.27;0.09;0.5
450;"Iñigo Arguibide";"Osasuna";6;187;0;0;0;0.03;0;0.02
451;"Yoel Lago";"Celta Vigo";4;340;0;0;0;0.02;0;0.01
452;"Ladislav Krejcí";"Girona";2;180;0;0;0.12;0;0.06;0
453;"Alejandro Francés";"Girona";16;498;0;1;0.23;0.82;0.04;0.15
454;"Adama Boiro";"Athletic Club";9;597;0;0;0.04;0.14;0.01;0.02
455;"Gerard Martín";"Barcelona";22;1286;0;0;0.06;0.64;0;0.05
456;"Pedro Díaz";"Rayo Vallecano";24;1238;0;0;0.86;0.98;0.06;0.07
457;"Pelayo Fernández";"Rayo Vallecano";1;37;0;0;0.06;0;0.14;0
458;"Buba Sangaré";"Elche";2;82;0;0;0.07;0;0.08;0
459;"Marc Domenech";"Mallorca";7;198;0;1;0.12;0.5;0.05;0.23
460;"Endrick";"Real Madrid";1;5;0;0;0;0;0;0
461;"Antoniu Roca";"Espanyol";8;92;0;0;0.18;0.02;0.18;0.02
462;"Pau Navarro";"Villarreal";15;1267;0;0;0.02;0.44;0;0.03
463;"Luiz Júnior";"Villarreal";24;2160;0;0;0;0;0;0
464;"Jan Salas";"Mallorca";2;6;0;0;0;0;0;0
465;"Bojan Miovski";"Girona";1;44;0;0;0;0;0;0
466;"Yáser Asprilla";"Girona";15;601;0;0;0.56;1.78;0.08;0.27
467;"Coba da Costa";"Getafe";14;318;0;0;0.23;0.08;0.07;0.02
468;"Matías Moreno";"Levante";18;1408;0;0;1.09;0.12;0.07;0.01
469;"Toni Fernández";"Barcelona";1;48;0;0;0;0.09;0;0.17
470;"David Jiménez";"Real Madrid";2;78;0;0;0.09;0;0.1;0
471;"Ramón Martínez";"Sevilla";2;99;0;0;0;0;0;0
472;"Fernando López";"Celta Vigo";6;420;0;0;0.15;0.29;0.03;0.06
473;"Arkaitz Mariezkurrena";"Real Sociedad";1;1;0;0;0;0;0;0
474;"Youssef Lekhedim";"Alaves";20;1066;0;1;0.77;2.08;0.07;0.18
475;"Facundo Garcés";"Alaves";10;786;0;0;0.62;0;0.07;0
476;"Ismael Bekhoucha";"Getafe";4;106;0;1;0.03;0.72;0.02;0.61
477;"Ángel Ortiz";"Real Betis";12;535;0;0;0.03;0.88;0;0.15
478;"Pablo García";"Real Betis";14;331;0;0;1.3;0.06;0.35;0.01
479;"Vladyslav Krapyvtsov";"Girona";2;136;0;0;0;0;0;0
480;"Valde";"Real Madrid";1;81;0;0;0;0.02;0;0.02
481;"Daniel Díaz";"Real Sociedad";1;13;0;0;0;0;0;0
482;"Mikel Goti";"Real Sociedad";4;64;0;0;0.78;0;1.09;0
483;"Andrés Castrín";"Sevilla";9;645;0;0;0.2;0.03;0.03;0
484;"Oso";"Sevilla";10;677;0;2;0.72;1.55;0.1;0.21
485;"Hugo Solozabal";"Getafe";1;4;0;0;0;0;0;0
486;"Lander Pinillos";"Alaves";1;1;0;0;0;0;0;0
487;"Claudio Echeverri";"Girona";7;201;0;0;0.23;0.38;0.1;0.17
488;"Jozhua Vertrouwd";"Rayo Vallecano";7;259;0;0;0.08;0.08;0.03;0.03
489;"Samu Becerra";"Rayo Vallecano";3;9;0;0;0;0.08;0;0.85
490;"Oier Luengo";"Real Oviedo";3;228;0;1;0.07;0.1;0.03;0.04
491;"Rahim Alhassane";"Real Oviedo";19;1402;0;0;0.05;1.39;0;0.09
492;"Kwasi Sibo";"Real Oviedo";18;1157;0;0;0.26;0.03;0.02;0
493;"Borja Sánchez";"Real Oviedo";1;9;0;0;0;0;0;0
494;"Marco Esteban";"Real Oviedo";1;40;0;0;0;0;0;0
495;"Omar Falah";"Real Oviedo";1;9;0;0;0;0;0;0
496;"Jofre Torrents";"Barcelona";3;33;0;0;0;0;0;0
497;"Dro Fernández";"Barcelona";4;83;0;0;0;0.05;0;0.06
498;"Filip Ugrinic";"Valencia";17;990;0;3;0.39;2.05;0.04;0.19
499;"Calebe";"Alaves";17;742;0;0;0.14;0.42;0.02;0.05
500;"Jorge Cabello";"Levante";5;367;0;0;0;0;0;0
501;"Roger Brugué";"Levante";15;914;0;1;2.85;0.66;0.28;0.06
502;"Paco Cortés";"Levante";9;353;0;0;0.39;0.79;0.1;0.2
503;"Nacho Pérez";"Levante";2;79;0;0;0;0.02;0;0.03
504;"Manuel Fernández";"Celta Vigo";13;726;0;0;0.04;0.03;0.01;0
505;"Davinchi";"Getafe";7;416;0;0;0.17;0.03;0.04;0.01
506;"Joselu Pérez";"Getafe";2;16;0;0;0.01;0;0.08;0
507;"Urko Izeta";"Athletic Club";10;129;0;0;1.14;0.32;0.79;0.22
508;"Miguel Sierra";"Sevilla";4;50;0;0;0.2;0;0.35;0
509;"Álvaro Núñez";"Elche";19;1668;0;2;0.17;2.52;0.01;0.14
510;"David Affengruber";"Elche";25;2009;0;0;0.75;0.3;0.03;0.01
511;"Ali Houary";"Elche";2;133;0;0;0.06;0;0.04;0
512;"Federico Redondo";"Elche";8;66;0;0;0;0;0;0
513;"Bambo Diaby";"Elche";4;98;0;0;0;0;0;0
514;"Thiago Pitarch";"Real Madrid";2;151;0;0;0.19;0.21;0.11;0.13
515;"Iván Corralejo";"Real Betis";1;11;0;0;0;0;0;0
516;"Jano Monserrate";"Atletico Madrid";1;13;0;0;0;0;0;0
517;"Santiago Colombatto";"Real Oviedo";22;1602;0;1;0.59;1.9;0.03;0.11
518;"Álex Forés";"Real Oviedo";14;265;0;1;0.79;0.02;0.27;0.01
519;"Jan Virgili";"Mallorca";22;1476;0;4;1.85;3.47;0.11;0.21
520;"Hugo Lopez";"Villarreal";2;57;0;0;0;0;0;0
521;"Nelson Deossa";"Real Betis";16;597;0;0;0.44;0.51;0.07;0.08
522;"Fábio Cardoso";"Sevilla";4;309;0;0;0;0;0;0
523;"Lucas Ahijado";"Real Oviedo";15;973;0;1;1.08;1.34;0.1;0.12
524;"Alex Sancris";"Getafe";15;628;0;1;0.35;0.99;0.05;0.14
525;"Lancinet Kourouma";"Girona";5;23;0;0;0;0;0;0
526;"Diego Morcillo";"Alaves";1;8;0;0;0.57;0;6.38;0
527;"Selton Sánchez";"Athletic Club";7;191;0;1;0.28;0.16;0.13;0.07
528;"Pablo Agudín";"Real Oviedo";4;46;0;0;0.04;0;0.08;0
529;"Asier Hierro";"Athletic Club";1;30;0;0;0.09;0.02;0.26;0.06
530;"Jorge Montes";"Getafe";1;24;0;0;0;0;0;0
531;"Tomás Marqués";"Barcelona";1;3;0;0;0;0;0;0
532;"Gorka Carrera";"Real Sociedad";1;8;0;0;0;0;0;0
533;"Eder García";"Athletic Club";2;30;0;0;0.04;0;0.11;0
534;"Carlos Macià";"Villarreal";4;64;0;0;0.02;0;0.03;0
535;"Aitor Mañas";"Alaves";6;58;0;0;0.57;0.03;0.88;0.05
536;"Juan Arango";"Girona";2;14;0;0;0;0;0;0
537;"Jorge Cestero";"Real Madrid";2;8;0;0;0;0;0;0
538;"Kareem Tunde";"Levante";11;687;0;0;0.43;0.5;0.06;0.07
539;"Lander Astiazarán";"Real Sociedad";1;1;0;0;0.02;0;1.9;0
540;"Alejandro Mestanza";"Getafe";3;68;0;0;0.02;0;0.02;0
541;"Nicolás Fonseca";"Real Oviedo";10;366;0;0;0.09;0.08;0.02;0.02
542;"Julio Díaz";"Atletico Madrid";1;90;0;0;0.03;0.01;0.03;0.01
543;"Thiago Borbas";"Real Oviedo";5;40;0;0;0.55;0;1.24;0
544;"César Palacios";"Real Madrid";1;22;0;0;0.09;0;0.36;0
545;"Hugo Burcio";"Celta Vigo";1;4;0;0;0;0;0;0
546;"Job Ochieng";"Real Sociedad";1;21;0;0;0;0.15;0;0.66
547;"Álex Sánchez";"Elche";1;5;0;1;0;0.08;0;1.44
548;"Zaid Romero";"Getafe";7;630;0;0;0.41;0.02;0.06;0
549;"Sebastián Boselli";"Getafe";5;111;0;0;0.34;0;0.27;0
550;"Ángel Pérez";"Alaves";5;309;0;0;0.25;0.13;0.07;0.04
551;"Thiago Fernández";"Real Oviedo";6;187;0;2;0.18;1.52;0.09;0.73
552;"Alexander Freeman";"Villarreal";3;26;0;0;0;0;0;0
553;"Tai Abed";"Levante";2;17;0;0;0;0;0;0
554;"Lucas Cepeda";"Elche";5;271;0;0;0.53;0.12;0.18;0.04
555;"Wesley";"Real Sociedad";2;60;0;0;0;0;0;0
556;"Obed Vargas";"Atletico Madrid";2;50;0;0;0;0;0;0
557;"Andrés Antañón";"Celta Vigo";1;15;0;0;0;0;0;0
558;"Manuel Ángel";"Real Madrid";1;1;0;0;0;0;0;0
