"number";"player";"team";"apps";"min";"goals";"a";"xG";"xA";"xG90";"xA90"
311;"Timothy Castagne";"Fulham";22;1129;0;0;0.83;0.42;0.07;0.03
312;"Nikola Milenkovic";"Nottingham Forest";29;2610;0;0;0.48;0.12;0.02;0
313;"Pau Torres";"Aston Villa";16;1305;0;0;0.67;0.01;0.05;0
314;"Joachim Andersen";"Fulham";26;2291;0;1;1.46;0.51;0.06;0.02
315;"Jadon Sancho";"Aston Villa";18;680;0;1;0.73;1.68;0.1;0.22
316;"Reiss Nelson";"Brentford";6;47;0;0;0.59;0;1.13;0
317;"Martin Dubravka";"Burnley";29;2610;0;0;0;0;0;0
318;"Joe Willock";"Newcastle United";18;590;0;0;0.83;0.53;0.13;0.08
319;"Curtis Jones";"Liverpool";25;1215;0;1;1.65;2.29;0.12;0.17
320;"Rayan Ait Nouri";"Manchester City";12;727;0;2;0.25;1.41;0.03;0.17
321;"Konstantinos Mavropanos";"West Ham";22;1708;0;0;1.15;0.06;0.06;0
322;"Dwight McNeil";"Everton";16;786;0;1;0.71;0.97;0.08;0.11
323;"Jean-Clair Todibo";"West Ham";19;1621;0;1;0.66;0.38;0.04;0.02
324;"Matt Doherty";"Wolverhampton Wanderers";10;732;0;0;0.08;0.17;0.01;0.02
325;"Axel Disasi";"West Ham";5;450;0;0;0.68;0.02;0.14;0
326;"Matz Sels";"Nottingham Forest";22;1862;0;0;0;0;0;0
327;"Pedro Porro";"Tottenham";25;2005;0;2;0.6;2.81;0.03;0.13
328;"Naif Aguerd";"West Ham";2;180;0;0;0.09;0;0.04;0
329;"Hamed Junior Traore";"Bournemouth";1;13;0;1;0;0.1;0;0.66
330;"Borna Sosa";"Crystal Palace";5;47;0;0;0;0.06;0;0.11
331;"Christian Nørgaard";"Arsenal";6;44;0;0;0.05;0;0.1;0
332;"Benoit Badiashile Mukinayi";"Chelsea";8;478;0;0;0;0;0;0
333;"Bafode Diakite";"Bournemouth";18;1276;0;0;0.01;0.08;0;0.01
334;"Ben White";"Arsenal";7;406;0;1;0.27;1.15;0.06;0.25
335;"Max Kilman";"West Ham";21;1552;0;0;1.17;0.21;0.07;0.01
336;"Dan Burn";"Newcastle United";21;1721;0;2;0.14;0.36;0.01;0.02
337;"Reinildo";"Sunderland";17;1431;0;1;0.17;0.25;0.01;0.02
338;"Harvey Elliott";"Aston Villa,Liverpool";5;110;0;0;0.29;0.09;0.24;0.08
339;"Wesley Fofana";"Chelsea";17;1109;0;1;0.3;0.6;0.02;0.05
340;"Dean Henderson";"Crystal Palace";29;2610;0;0;0;0.02;0;0
341;"Ezri Konsa Ngoyo";"Aston Villa";28;2496;0;0;0.84;0.57;0.03;0.02
342;"Sebastiaan Bornauw";"Leeds";9;316;0;0;0;0;0;0
343;"Caoimhin Kelleher";"Brentford";28;2520;0;0;0;0.11;0;0
344;"Igor Julio";"West Ham";4;94;0;0;0;0.02;0;0.02
345;"Sandro Tonali";"Newcastle United";29;2082;0;2;1.25;2.81;0.05;0.12
346;"Ilia Gruev";"Leeds";20;1249;0;3;0.69;1.49;0.05;0.11
347;"Arnaud Kalimuendo Muinga";"Nottingham Forest";9;75;0;0;0.25;0.01;0.3;0.01
348;"Guido Rodríguez";"West Ham";6;159;0;0;0.02;0;0.01;0
349;"Sander Berge";"Fulham";29;2444;0;1;0.98;1.55;0.04;0.06
350;"Ki-Jana Hoever";"Wolverhampton Wanderers";8;437;0;0;0.01;0.34;0;0.07
351;"Luca Netz";"Nottingham Forest";2;45;0;0;0;0;0;0
352;"Jorge Cuenca";"Fulham";14;948;0;0;0.05;0.52;0;0.05
353;"Dennis Cirkin";"Sunderland";6;295;0;0;0;0;0;0
354;"Adrien Truffert";"Bournemouth";29;2581;0;2;0.39;2.19;0.01;0.08
355;"Pascal Struijk";"Leeds";26;2254;0;1;2.54;0.75;0.1;0.03
356;"Jack Harrison";"Leeds";11;232;0;0;0.43;0.34;0.17;0.13
357;"Stefan Ortega Moreno";"Nottingham Forest";3;270;0;0;0;0;0;0
358;"Wataru Endo";"Liverpool";8;162;0;1;0.06;0.14;0.03;0.08
359;"Sasa Kalajdzic";"Wolverhampton Wanderers";1;11;0;0;0;0;0;0
360;"Iyenoma Destiny Udogie";"Tottenham";13;792;0;1;0.17;0.7;0.02;0.08
361;"Guglielmo Vicario";"Tottenham";29;2610;0;0;0;0;0;0
362;"Dilane Bakwa";"Nottingham Forest";10;332;0;1;0.68;0.7;0.19;0.19
363;"Antonee Robinson";"Fulham";13;884;0;0;0.13;0.81;0.01;0.08
364;"Aaron Hickey";"Brentford";18;577;0;0;0.53;0.6;0.08;0.09
365;"Florentino Luís";"Burnley";24;1684;0;2;0.94;0.45;0.05;0.02
366;"Conor Gallagher";"Tottenham";8;609;0;1;0.98;0.39;0.14;0.06
367;"James Trafford";"Manchester City";3;270;0;0;0;0;0;0
368;"Robert Sánchez";"Chelsea";27;2344;0;1;0;0.88;0;0.03
369;"Radu Dragusin";"Tottenham";7;421;0;0;0.21;0;0.04;0
370;"Filip Jorgensen";"Chelsea";3;265;0;0;0;0;0;0
371;"Jeremie Frimpong";"Liverpool";13;609;0;1;0.41;2.15;0.06;0.32
372;"Dane Scarlett";"Tottenham";2;4;0;0;0;0;0;0
373;"Maxime Estève";"Burnley";26;2247;0;0;0.41;0.7;0.02;0.03
374;"Valentino Livramento";"Newcastle United";13;1044;0;1;0.13;0.62;0.01;0.05
375;"Anthony Elanga";"Newcastle United";25;1127;0;1;1.2;1.75;0.1;0.14
376;"Tim Iroegbunam";"Everton";21;1025;0;2;0.31;1.76;0.03;0.15
377;"Marco Bizot";"Aston Villa";5;403;0;0;0;0;0;0
378;"David Raya";"Arsenal";30;2700;0;0;0;0.15;0;0
379;"Kristoffer Ajer";"Brentford";23;1611;0;1;1.05;0.9;0.06;0.05
380;"Ethan Pinnock";"Brentford";3;240;0;0;0;0;0;0
381;"Rico Henry";"Brentford";25;1315;0;1;0.15;0.32;0.01;0.02
382;"Frank Onyeka";"Brentford";6;68;0;1;0;0.37;0;0.49
383;"Giorgi Mamardashvili";"Liverpool";5;450;0;0;0;0;0;0
384;"José Sá";"Wolverhampton Wanderers";18;1620;0;0;0;0.08;0;0
385;"Gabriel Gudmundsson";"Leeds";28;2338;0;0;0.88;2.44;0.03;0.09
386;"Yerson Mosquera";"Wolverhampton Wanderers";21;1632;0;0;2.09;1.11;0.12;0.06
387;"Romeo Lavia";"Chelsea";6;113;0;0;0;0;0;0
388;"Cristhian Mosquera";"Arsenal";13;612;0;0;0;0.14;0;0.02
389;"Lamare Bogarde";"Aston Villa";23;673;0;0;0;0.04;0;0.01
390;"Conor Bradley";"Liverpool";15;962;0;1;0.22;1.19;0.02;0.11
391;"James McAtee";"Nottingham Forest";8;153;0;0;0.01;0.29;0.01;0.17
392;"Diego Coppola";"Brighton";5;192;0;0;0;0;0;0
393;"Myles Peart-Harris";"Brentford";1;1;0;0;0;0;0;0
394;"Vitalii Mykolenko";"Everton";24;2153;0;1;0.28;0.8;0.01;0.03
395;"Nathan Patterson";"Everton";6;240;0;0;0.17;0;0.06;0
396;"Toti";"Wolverhampton Wanderers";14;1063;0;0;0.47;0.11;0.04;0.01
397;"Carlos Baleba";"Brighton";24;1310;0;0;0.39;0.09;0.03;0.01
398;"Jamie Bynoe-Gittens";"Chelsea";16;455;0;2;0.89;0.98;0.18;0.19
399;"Leny Yoro";"Manchester United";26;1437;0;0;1.02;0.1;0.06;0.01
400;"Tyler Dibling";"Everton";14;337;0;0;0.14;0.21;0.04;0.06
401;"Noussair Mazraoui";"Manchester United";15;619;0;0;0.17;0.08;0.02;0.01
402;"Sepp van den Berg";"Brentford";24;2124;0;1;2.95;0.95;0.13;0.04
403;"James Hill";"Bournemouth";20;1290;0;3;0.6;1.03;0.04;0.07
404;"Joe Worrall";"Burnley";10;463;0;0;0.04;0;0.01;0
405;"Djed Spence";"Tottenham";22;1707;0;0;1.03;1.81;0.05;0.1
406;"Lisandro Martínez";"Manchester United";14;889;0;0;0.05;0.44;0.01;0.04
407;"Tyrell Malacia";"Manchester United";2;2;0;0;0;0;0;0
408;"Wilson Odobert";"Tottenham";24;946;0;2;2.46;1.95;0.23;0.19
409;"Rico Lewis";"Manchester City";10;299;0;1;0.07;1.49;0.02;0.45
410;"Emmanuel Agbadou";"Wolverhampton Wanderers";14;1093;0;0;0.45;0.17;0.04;0.01
411;"Marcos Senesi";"Bournemouth";28;2488;0;4;1.68;3.38;0.06;0.12
412;"Ryan Yates";"Nottingham Forest";14;335;0;1;0.36;0.13;0.1;0.04
413;"Kaden Rodney";"Crystal Palace";1;1;0;0;0;0;0;0
414;"Ethan Nwaneri";"Arsenal";6;154;0;0;0.33;0.05;0.19;0.03
415;"Wilfried Gnonto";"Leeds";16;361;0;1;0.32;0.69;0.08;0.17
416;"Chadi Riad";"Crystal Palace";6;314;0;1;0.14;0.43;0.04;0.12
417;"Kobbie Mainoo";"Manchester United";20;903;0;2;0.18;0.55;0.02;0.06
418;"Ben Doak";"Bournemouth";4;40;0;1;0.09;0.46;0.19;1.03
419;"Bashir Humphreys";"Burnley";13;1062;0;0;0.2;0.65;0.02;0.06
420;"Mamadou Sarr";"Chelsea";2;91;0;0;0.57;0;0.56;0
421;"Michael Kayode";"Brentford";28;2471;0;0;0.3;2.26;0.01;0.08
422;"Carlos Alcaraz";"Everton";16;675;0;1;0.93;1.21;0.12;0.16
423;"Merlin Röhl";"Everton";10;320;0;0;0.38;0.26;0.11;0.07
424;"Facundo Buonanotte";"Chelsea,Leeds";3;67;0;0;0.04;0.17;0.06;0.23
425;"Romaine Mundle";"Sunderland";14;370;0;0;0.67;0.02;0.16;0
426;"Marc Guiu";"Chelsea,Sunderland";9;233;0;1;2.45;0.76;0.95;0.29
427;"Hjalmar Ekdal";"Burnley";15;1185;0;0;0.53;0.16;0.04;0.01
428;"Bart Verbruggen";"Brighton";29;2610;0;0;0;0.08;0;0
429;"Sávio";"Manchester City";17;542;0;1;2.45;0.61;0.41;0.1
430;"Abduqodir Khusanov";"Manchester City";14;791;0;0;0.09;0.12;0.01;0.01
431;"Manuel Ugarte";"Manchester United";19;752;0;0;0.65;0.11;0.08;0.01
432;"Ian Maatsen";"Aston Villa";23;1240;0;0;1.03;1.86;0.08;0.14
433;"Andrey Santos";"Chelsea";22;946;0;0;1.72;0.65;0.16;0.06
434;"Lucas Pires";"Burnley";14;1078;0;0;0.48;1.32;0.04;0.11
435;"Oscar Bobb";"Fulham,Manchester City";14;645;0;1;0.96;1.41;0.13;0.2
436;"Jake O&#039;Brien";"Everton";28;2383;0;1;0.59;0.62;0.02;0.02
437;"Djordje Petrovic";"Bournemouth";29;2610;0;0;0;0;0;0
438;"Altay Bayindir";"Manchester United";6;540;0;0;0;0.29;0;0.05
439;"Mike Trésor";"Burnley";4;13;0;0;0;0;0;0
440;"Jackson Tchatchoua";"Wolverhampton Wanderers";27;1592;0;1;0.06;1.55;0;0.09
441;"Alex Murphy";"Newcastle United";1;1;0;0;0;0;0;0
442;"Treymaurice Nyoni";"Liverpool";3;3;0;0;0.48;0.05;14.37;1.48
443;"Tawanda Chirewa";"Wolverhampton Wanderers";2;20;0;0;0;0;0;0
444;"Myles Lewis-Skelly";"Arsenal";14;285;0;0;0.07;0.12;0.02;0.04
445;"Oliver Scarles";"West Ham";12;664;0;0;0.24;0.97;0.03;0.13
446;"Callum Marshall";"West Ham";2;44;0;0;0.23;0;0.47;0
447;"Lucas Perri";"Leeds";16;1440;0;0;0;0;0;0
448;"Adam Wharton";"Crystal Palace";26;2193;0;5;0.95;4.82;0.04;0.2
449;"Joshua King";"Fulham";23;1012;0;1;2.03;0.47;0.18;0.04
450;"George Earthy";"West Ham";1;7;0;0;0;0;0;0
451;"Tyrique George";"Chelsea,Everton";8;238;0;0;0.65;0;0.24;0
452;"Hákon Valdimarsson";"Brentford";1;90;0;0;0;0;0;0
453;"Christantus Uche";"Crystal Palace";14;109;0;0;0.78;0;0.64;0
454;"Harrison Armstrong";"Everton";10;495;0;0;0.44;0.12;0.08;0.02
455;"Mats Wieffer";"Brighton";19;1408;0;3;1.47;2.73;0.09;0.17
456;"Jota Silva";"Nottingham Forest";1;7;0;0;0;0;0;0
457;"Andy Irving";"West Ham";7;178;0;0;0;0.2;0;0.1
458;"Mads Hermansen";"West Ham";9;810;0;0;0;0;0;0
459;"Luis Guilherme";"West Ham";5;118;0;0;0.04;0.05;0.03;0.04
460;"Lutsharel Geertruida";"Sunderland";23;1209;0;0;0.65;0.76;0.05;0.06
461;"Ferdi Kadioglu";"Brighton";28;2335;0;0;1.27;1.1;0.05;0.04
462;"Morato";"Nottingham Forest";15;935;0;0;1.4;0.01;0.13;0
463;"Ayden Heaven";"Manchester United";13;646;0;1;0.22;0.37;0.03;0.05
464;"Jaydee Canvot";"Crystal Palace";12;618;0;0;0.78;0.05;0.11;0.01
465;"Jack Fletcher";"Manchester United";3;97;0;0;0.04;0.11;0.03;0.11
466;"Pedro Lima";"Wolverhampton Wanderers";3;3;0;0;0;0;0;0
467;"Fernando López";"Wolverhampton Wanderers";9;211;0;1;0.22;0.51;0.09;0.22
468;"Ben Winterburn";"Bournemouth";1;3;0;0;0;0;0;0
469;"Ezra Mayers";"West Ham";6;96;0;0;0.11;0.12;0.1;0.11
470;"Jonah Kusi-Asare";"Fulham";5;19;0;0;0;0.08;0;0.39
471;"Max Alleyne";"Manchester City";2;138;0;0;0.38;0.03;0.25;0.02
472;"Zach Abbott";"Nottingham Forest";2;117;0;0;0;0;0;0
473;"Jamaldeen Jimoh";"Aston Villa";1;5;0;0;0;0;0;0
474;"Romain Esse";"Crystal Palace";4;29;0;0;0;0;0;0
475;"Andrés García";"Aston Villa";3;29;0;0;0;0;0;0
476;"Joe Knight";"Brighton";1;1;0;0;0;0;0;0
477;"Tyler Fredricson";"Manchester United";1;1;0;0;0;0;0;0
478;"Julio Soler";"Bournemouth";3;27;0;0;0;0;0;0
479;"Harry Howell";"Brighton";3;91;0;0;0;0;0;0
480;"Robin Roefs";"Sunderland";28;2520;0;0;0;0.71;0;0.03
481;"Trai Hume";"Sunderland";29;2409;0;1;1.98;1.21;0.07;0.05
482;"Jenson Seelt";"Sunderland";2;135;0;0;0;0;0;0
483;"Noah Sadiki";"Sunderland";24;2128;0;0;0.38;0.42;0.02;0.02
484;"Chris Rigg";"Sunderland";11;389;0;0;0.25;0.39;0.06;0.09
485;"Dan Neil";"Sunderland";3;13;0;0;0;0;0;0
486;"El Hadji Malick Diouf";"West Ham";23;1914;0;5;0.45;2.37;0.02;0.11
487;"Freddie Potts";"West Ham";19;1082;0;1;0.21;1.18;0.02;0.1
488;"Quilindschy Hartman";"Burnley";15;1346;0;4;0.12;1.79;0.01;0.12
489;"David Møller Wolfe";"Wolverhampton Wanderers";18;842;0;2;0.08;1.23;0.01;0.13
490;"Jorrel Hato";"Chelsea";14;531;0;0;0.34;0.59;0.06;0.1
491;"Jair";"Nottingham Forest";3;212;0;0;0.14;0;0.06;0
492;"Antoni Milambo";"Brentford";1;50;0;0;0;0;0;0
493;"Joël Piroe";"Leeds";13;190;0;0;0.97;0.09;0.46;0.04
494;"Bradley Burrowes";"Aston Villa";1;12;0;0;0;0;0;0
495;"Max Dowman";"Arsenal";2;24;0;0;0.15;0;0.58;0
496;"John Victor";"Nottingham Forest";5;440;0;0;0;0;0;0
497;"Veljko Milosavljevic";"Bournemouth";7;363;0;0;0.36;0.07;0.09;0.02
498;"Tom Watson";"Brighton";6;44;0;0;0.02;0;0.05;0
499;"Divine Mukasa";"Manchester City";2;21;0;0;0;0.21;0;0.91
500;"Senne Lammens";"Manchester United";23;2070;0;0;0;0;0;0
501;"Luke O&#039;Nien";"Sunderland";6;104;0;0;0;0;0;0
502;"Nehemiah Oriola";"Brighton";1;1;0;0;0;0;0;0
503;"Jun&#039;ai Byfield";"Tottenham";1;1;0;0;0;0;0;0
504;"George Hemmings";"Aston Villa";2;19;0;0;0.02;0;0.09;0
505;"Shea Lacey";"Manchester United";2;6;0;0;0.06;0;0.89;0
506;"Romelle Donovan";"Brentford";4;23;0;0;0.1;0.03;0.41;0.13
507;"Mohamadou Kanté";"West Ham";6;15;0;0;0.07;0.11;0.39;0.66
508;"Joél Drakes-Thomas";"Crystal Palace";2;2;0;0;0;0;0;0
509;"Bendito Mantato";"Manchester United";1;14;0;0;0;0.04;0;0.23
510;"Tyler Fletcher";"Manchester United";1;1;0;0;0;0;0;0
511;"Jaydon Banel";"Burnley";1;7;0;0;0;0;0;0
512;"Pablo";"West Ham";5;266;0;0;0.57;0.24;0.19;0.08
513;"Alex Tóth";"Bournemouth";4;69;0;0;0.1;0.25;0.13;0.33
514;"Souza";"Tottenham";3;78;0;0;0;0.2;0;0.23
515;"Nilson Angulo";"Sunderland";5;261;0;0;0.56;0.04;0.19;0.01
516;"Melker Ellborg";"Sunderland";1;90;0;0;0;0;0;0
517;"Alysson Edward";"Aston Villa";3;34;0;0;0.05;0;0.14;0
518;"Djiamgone Jocelin Ta Bi";"Sunderland";1;38;0;0;0;0;0;0
